id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
0.csv_Day7_12h30m,6.014615750172303,12.850048288120346,18.38356744788335,22.550796782399626,26.610174310465744,31.913890407347687,37.04410876927554,41.72734009447594,46.50178986899652
0.csv_Day7_13h00m,5.529488467720356,11.813588227440073,16.900784425957433,20.731893096015636,24.463849077895564,29.339777684462224,34.056202548071276,38.361693485479954,42.75104536837709
0.csv_Day7_13h30m,5.529488467720356,11.813588227440073,16.900784425957433,20.731893096015636,24.463849077895564,29.339777684462224,34.056202548071276,38.361693485479954,42.75104536837709
0.csv_Day7_14h00m,4.5696270988602,9.762872861391799,13.966985003350455,17.133053275230534,20.217180728629973,24.246699123097397,28.144401956244153,31.702504695102185,35.32991099635612
0.csv_Day7_14h30m,4.5696270988602,9.762872861391799,13.966985003350455,17.133053275230534,20.217180728629973,24.246699123097397,28.144401956244153,31.702504695102185,35.32991099635612
0.csv_Day7_15h00m,2.8133137303156763,6.0105614033868715,8.598844026209479,10.548049759565435,12.446808219059072,14.927601329845373,17.327241532416213,19.517805242002037,21.75103603566937
0.csv_Day7_15h30m,2.8133137303156763,6.0105614033868715,8.598844026209479,10.548049759565435,12.446808219059072,14.927601329845373,17.327241532416213,19.517805242002037,21.75103603566937
0.csv_Day7_16h00m,0.7199335994460319,1.5381167977117702,2.2004644075615993,2.6992707385278707,3.185167493479715,3.820008284424455,4.434081855315669,4.9946522599825585,5.566141271802877
0.csv_Day7_16h30m,0.7199335994460319,1.5381167977117702,2.2004644075615993,2.6992707385278707,3.185167493479715,3.820008284424455,4.434081855315669,4.9946522599825585,5.566141271802877
0.csv_Day7_17h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_7h00m,0.06127234265803262,0.130906544089607,0.18727783963780137,0.22973041089503785,0.271084269763056,0.32511450603205855,0.37737727899034257,0.4250864870966611,0.47372495956759336
0.csv_Day8_7h30m,0.06127234265803262,0.130906544089607,0.18727783963780137,0.22973041089503785,0.271084269763056,0.32511450603205855,0.37737727899034257,0.4250864870966611,0.47372495956759336
0.csv_Day8_8h00m,0.9292807430643297,1.9853807653888624,2.840330276735113,3.4841828740332557,4.11137196180696,4.930816036080784,5.723454058105384,6.447030902677658,7.184701340571001
0.csv_Day8_8h30m,0.9292807430643297,1.9853807653888624,2.840330276735113,3.4841828740332557,4.11137196180696,4.930816036080784,5.723454058105384,6.447030902677658,7.184701340571001
0.csv_Day8_9h00m,2.986909169235686,6.38144291359069,9.129435437629152,11.1989168520018,13.214838144999218,15.848708519901514,18.396418448833316,20.722150826083208,23.09318305855163
0.csv_Day8_9h30m,2.986909169235686,6.38144291359069,9.129435437629152,11.1989168520018,13.214838144999218,15.848708519901514,18.396418448833316,20.722150826083208,23.09318305855163
0.csv_Day8_10h00m,2.9409960906555157,6.283350981983163,8.989102918998288,11.026773435410954,13.011707126344627,15.605091135361274,18.113639108057072,20.403621642461747,22.73820770832869
0.csv_Day8_10h30m,2.9409960906555157,6.283350981983163,8.989102918998288,11.026773435410954,13.011707126344627,15.605091135361274,18.113639108057072,20.403621642461747,22.73820770832869
0.csv_Day8_11h00m,4.738199841824616,10.123023530549938,14.482224632760243,17.765088608415923,20.962988983155284,25.141155605122577,29.182644012809455,32.8720045382357,36.63322522233092
0.csv_Day8_11h30m,4.738199841824616,10.123023530549938,14.482224632760243,17.765088608415923,20.962988983155284,25.141155605122577,29.182644012809455,32.8720045382357,36.63322522233092
0.csv_Day8_12h00m,6.014615750172303,12.850048288120346,18.38356744788335,22.550796782399626,26.610174310465744,31.913890407347687,37.04410876927554,41.72734009447594,46.50178986899652
0.csv_Day8_12h30m,6.014615750172303,12.850048288120346,18.38356744788335,22.550796782399626,26.610174310465744,31.913890407347687,37.04410876927554,41.72734009447594,46.50178986899652
0.csv_Day8_13h00m,5.529488467720356,11.813588227440073,16.900784425957433,20.731893096015636,24.463849077895564,29.339777684462224,34.056202548071276,38.361693485479954,42.75104536837709
0.csv_Day8_13h30m,5.529488467720356,11.813588227440073,16.900784425957433,20.731893096015636,24.463849077895564,29.339777684462224,34.056202548071276,38.361693485479954,42.75104536837709
0.csv_Day8_14h00m,4.5696270988602,9.762872861391799,13.966985003350455,17.133053275230534,20.217180728629973,24.246699123097397,28.144401956244153,31.702504695102185,35.32991099635612
0.csv_Day8_14h30m,4.5696270988602,9.762872861391799,13.966985003350455,17.133053275230534,20.217180728629973,24.246699123097397,28.144401956244153,31.702504695102185,35.32991099635612
0.csv_Day8_15h00m,2.8133137303156763,6.0105614033868715,8.598844026209479,10.548049759565435,12.446808219059072,14.927601329845373,17.327241532416213,19.517805242002037,21.75103603566937
0.csv_Day8_15h30m,2.8133137303156763,6.0105614033868715,8.598844026209479,10.548049759565435,12.446808219059072,14.927601329845373,17.327241532416213,19.517805242002037,21.75103603566937
0.csv_Day8_16h00m,0.7199335994460319,1.5381167977117702,2.2004644075615993,2.6992707385278707,3.185167493479715,3.820008284424455,4.434081855315669,4.9946522599825585,5.566141271802877
0.csv_Day8_16h30m,0.7199335994460319,1.5381167977117702,2.2004644075615993,2.6992707385278707,3.185167493479715,3.820008284424455,4.434081855315669,4.9946522599825585,5.566141271802877
0.csv_Day8_17h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_7h00m,0.12255126163412497,0.2618271382878387,0.37457577967629857,0.4594854785958138,0.5421976348128534,0.6502639063786602,0.754795061622418,0.8502185984312861,0.9475007637066818
1.csv_Day7_7h30m,0.12255126163412497,0.2618271382878387,0.37457577967629857,0.4594854785958138,0.5421976348128534,0.6502639063786602,0.754795061622418,0.8502185984312861,0.9475007637066818
1.csv_Day7_8h00m,2.1956686041541142,4.690980897205593,6.711022541466713,8.232292560394407,9.714190683400549,11.650341453952578,13.52315592084803,15.232795308275069,16.975734492997752
1.csv_Day7_8h30m,2.1956686041541142,4.690980897205593,6.711022541466713,8.232292560394407,9.714190683400549,11.650341453952578,13.52315592084803,15.232795308275069,16.975734492997752
1.csv_Day7_9h00m,5.335825746214427,11.399833562748698,16.308857717614856,20.005787080534667,23.607036441682794,28.3121923611684,32.86343093671538,37.01812798112198,41.25374885684704
1.csv_Day7_9h30m,5.335825746214427,11.399833562748698,16.308857717614856,20.005787080534667,23.607036441682794,28.3121923611684,32.86343093671538,37.01812798112198,41.25374885684704
1.csv_Day7_10h00m,7.975441906618618,17.039295256095443,24.37679817082223,29.902586824576115,35.285362881583076,42.318144588156464,49.12086652640357,55.33087908927134,61.661848247470076
1.csv_Day7_10h30m,7.975441906618618,17.039295256095443,24.37679817082223,29.902586824576115,35.285362881583076,42.318144588156464,49.12086652640357,55.33087908927134,61.661848247470076
1.csv_Day7_11h00m,9.267033277817594,19.798741940274883,28.324524521730066,34.74519286087604,40.99968827710208,49.171401252198415,57.07579718656784,64.29149679915018,71.64774145076959
1.csv_Day7_11h30m,9.267033277817594,19.798741940274883,28.324524521730066,34.74519286087604,40.99968827710208,49.171401252198415,57.07579718656784,64.29149679915018,71.64774145076959
1.csv_Day7_12h00m,10.374902657399069,22.16567203454467,31.71070783067998,38.89896398743043,45.90118132809973,55.04981866641255,63.899181340109195,71.97751437736837,80.21319454561068
1.csv_Day7_12h30m,10.374902657399069,22.16567203454467,31.71070783067998,38.89896398743043,45.90118132809973,55.04981866641255,63.899181340109195,71.97751437736837,80.21319454561068
1.csv_Day7_13h00m,9.80813968563446,20.95479974317923,29.978406757565043,36.773980924350056,43.3936792535172,52.04254237161013,60.40847968192853,68.04550737008778,75.83128658785446
1.csv_Day7_13h30m,9.80813968563446,20.95479974317923,29.978406757565043,36.773980924350056,43.3936792535172,52.04254237161013,60.40847968192853,68.04550737008778,75.83128658785446
1.csv_Day7_14h00m,7.765878630708051,16.591569528181676,23.73627169709181,29.116864337154073,34.35820218958165,41.20619002636703,47.83016316157858,53.8770009949006,60.04161715949532
1.csv_Day7_14h30m,7.765878630708051,16.591569528181676,23.73627169709181,29.116864337154073,34.35820218958165,41.20619002636703,47.83016316157858,53.8770009949006,60.04161715949532
1.csv_Day7_15h00m,4.768875578131109,10.188561331996487,14.575984482238198,17.88010215613564,21.098706163457994,25.303922792140643,29.371576333595332,33.08482227002061,36.8703935973448
1.csv_Day7_15h30m,4.768875578131109,10.188561331996487,14.575984482238198,17.88010215613564,21.098706163457994,25.303922792140643,29.371576333595332,33.08482227002061,36.8703935973448
1.csv_Day7_16h00m,1.4194615379556481,3.0326375056190606,4.338559270712571,5.322033860925073,6.280055205674529,7.531742980998247,8.742484938348024,9.847737046810746,10.974516894657024
1.csv_Day7_16h30m,1.4194615379556481,3.0326375056190606,4.338559270712571,5.322033860925073,6.280055205674529,7.531742980998247,8.742484938348024,9.847737046810746,10.974516894657024
1.csv_Day7_17h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_7h00m,0.12255126163412497,0.2618271382878387,0.37457577967629857,0.4594854785958138,0.5421976348128534,0.6502639063786602,0.754795061622418,0.8502185984312861,0.9475007637066818
1.csv_Day8_7h30m,0.12255126163412497,0.2618271382878387,0.37457577967629857,0.4594854785958138,0.5421976348128534,0.6502639063786602,0.754795061622418,0.8502185984312861,0.9475007637066818
1.csv_Day8_8h00m,2.1956686041541142,4.690980897205593,6.711022541466713,8.232292560394407,9.714190683400549,11.650341453952578,13.52315592084803,15.232795308275069,16.975734492997752
1.csv_Day8_8h30m,2.1956686041541142,4.690980897205593,6.711022541466713,8.232292560394407,9.714190683400549,11.650341453952578,13.52315592084803,15.232795308275069,16.975734492997752
1.csv_Day8_9h00m,5.335825746214427,11.399833562748698,16.308857717614856,20.005787080534667,23.607036441682794,28.3121923611684,32.86343093671538,37.01812798112198,41.25374885684704
1.csv_Day8_9h30m,5.335825746214427,11.399833562748698,16.308857717614856,20.005787080534667,23.607036441682794,28.3121923611684,32.86343093671538,37.01812798112198,41.25374885684704
1.csv_Day8_10h00m,7.975441906618618,17.039295256095443,24.37679817082223,29.902586824576115,35.285362881583076,42.318144588156464,49.12086652640357,55.33087908927134,61.661848247470076
1.csv_Day8_10h30m,7.975441906618618,17.039295256095443,24.37679817082223,29.902586824576115,35.285362881583076,42.318144588156464,49.12086652640357,55.33087908927134,61.661848247470076
1.csv_Day8_11h00m,9.267033277817594,19.798741940274883,28.324524521730066,34.74519286087604,40.99968827710208,49.171401252198415,57.07579718656784,64.29149679915018,71.64774145076959
1.csv_Day8_11h30m,9.267033277817594,19.798741940274883,28.324524521730066,34.74519286087604,40.99968827710208,49.171401252198415,57.07579718656784,64.29149679915018,71.64774145076959
1.csv_Day8_12h00m,10.374902657399069,22.16567203454467,31.71070783067998,38.89896398743043,45.90118132809973,55.04981866641255,63.899181340109195,71.97751437736837,80.21319454561068
1.csv_Day8_12h30m,10.374902657399069,22.16567203454467,31.71070783067998,38.89896398743043,45.90118132809973,55.04981866641255,63.899181340109195,71.97751437736837,80.21319454561068
1.csv_Day8_13h00m,9.80813968563446,20.95479974317923,29.978406757565043,36.773980924350056,43.3936792535172,52.04254237161013,60.40847968192853,68.04550737008778,75.83128658785446
1.csv_Day8_13h30m,9.80813968563446,20.95479974317923,29.978406757565043,36.773980924350056,43.3936792535172,52.04254237161013,60.40847968192853,68.04550737008778,75.83128658785446
1.csv_Day8_14h00m,7.765878630708051,16.591569528181676,23.73627169709181,29.116864337154073,34.35820218958165,41.20619002636703,47.83016316157858,53.8770009949006,60.04161715949532
1.csv_Day8_14h30m,7.765878630708051,16.591569528181676,23.73627169709181,29.116864337154073,34.35820218958165,41.20619002636703,47.83016316157858,53.8770009949006,60.04161715949532
1.csv_Day8_15h00m,4.768875578131109,10.188561331996487,14.575984482238198,17.88010215613564,21.098706163457994,25.303922792140643,29.371576333595332,33.08482227002061,36.8703935973448
1.csv_Day8_15h30m,4.768875578131109,10.188561331996487,14.575984482238198,17.88010215613564,21.098706163457994,25.303922792140643,29.371576333595332,33.08482227002061,36.8703935973448
1.csv_Day8_16h00m,1.4194615379556481,3.0326375056190606,4.338559270712571,5.322033860925073,6.280055205674529,7.531742980998247,8.742484938348024,9.847737046810746,10.974516894657024
1.csv_Day8_16h30m,1.4194615379556481,3.0326375056190606,4.338559270712571,5.322033860925073,6.280055205674529,7.531742980998247,8.742484938348024,9.847737046810746,10.974516894657024
1.csv_Day8_17h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.csv_Day7_7h00m,0.18891995819815724,0.4036218914510794,0.5774305355562629,0.7083238169194815,0.8358294573073684,1.002419953680994,1.1635608608877532,1.310661840059002,1.4606280040314534
2.csv_Day7_7h30m,0.18891995819815724,0.4036218914510794,0.5774305355562629,0.7083238169194815,0.8358294573073684,1.002419953680994,1.1635608608877532,1.310661840059002,1.4606280040314534
2.csv_Day7_8h00m,2.7111782691397375,5.792352017691259,8.28666878221409,10.165109913542972,11.994935225328145,14.38566481219178,16.69818769254403,18.80922446124768,20.961379314266924
2.csv_Day7_8h30m,2.7111782691397375,5.792352017691259,8.28666878221409,10.165109913542972,11.994935225328145,14.38566481219178,16.69818769254403,18.80922446124768,20.961379314266924
2.csv_Day7_9h00m,6.106356359867941,13.046049381712528,18.66397101082108,22.894762869656404,27.016057864253764,32.40067125675539,37.609140562707644,42.363804962765286,47.21107916223157
2.csv_Day7_9h30m,6.106356359867941,13.046049381712528,18.66397101082108,22.894762869656404,27.016057864253764,32.40067125675539,37.609140562707644,42.363804962765286,47.21107916223157
